player_slot,hero_id,item_0,item_1,item_2,item_3,item_4,item_5,backpack_0,backpack_1,backpack_2,item_neutral,kills,deaths,assists,leaver_status,last_hits,denies,gold_per_min,xp_per_min,level,hero_damage,tower_damage,hero_healing,gold,gold_spent,scaled_hero_damage,scaled_tower_damage,scaled_hero_healing,ability_upgrades,won,match_id,custom_game,additional_units,match_id_int
4.0,64.0,206.0,231.0,40.0,188.0,24.0,218.0,0.0,0.0,0.0,311.0,5.0,12.0,28.0,0.0,107.0,3.0,354.0,557.0,26.0,25211.0,1591.0,5296.0,3917.0,13470.0,14634.0,635.0,1618.0,"[{'ability': 5297, 'time': 257, 'level': 1}, {'ability': 5299, 'time': 342, 'level': 2}, {'ability': 5299, 'time': 443, 'level': 3}, {'ability': 5297, 'time': 541, 'level': 4}, {'ability': 5299, 'time': 715, 'level': 5}, {'ability': 5300, 'time': 865, 'level': 6}, {'ability': 5298, 'time': 939, 'level': 7}, {'ability': 5299, 'time': 1050, 'level': 8}, {'ability': 5297, 'time': 1189, 'level': 9}, {'ability': 5297, 'time': 1337, 'level': 10}, {'ability': 5996, 'time': 1470, 'level': 11}, {'ability': 5300, 'time': 1579, 'level': 12}, {'ability': 5298, 'time': 1638, 'level': 13}, {'ability': 5298, 'time': 1814, 'level': 14}, {'ability': 6381, 'time': 1891, 'level': 15}, {'ability': 5298, 'time': 2040, 'level': 16}, {'ability': 5300, 'time': 2350, 'level': 17}, {'ability': 6661, 'time': 2782, 'level': 18}, {'ability': 6064, 'time': 3378, 'level': 19}]",True,5454489621.0,,,5454489621
128.0,62.0,218.0,267.0,216.0,214.0,181.0,39.0,0.0,0.0,216.0,336.0,2.0,10.0,10.0,0.0,9.0,3.0,211.0,258.0,13.0,8786.0,0.0,0.0,865.0,6000.0,6414.0,0.0,0.0,"[{'ability': 5286, 'time': 190, 'level': 1}, {'ability': 5287, 'time': 378, 'level': 2}, {'ability': 5287, 'time': 450, 'level': 3}, {'ability': 5286, 'time': 591, 'level': 4}, {'ability': 5286, 'time': 692, 'level': 5}, {'ability': 5288, 'time': 862, 'level': 6}, {'ability': 5286, 'time': 1195, 'level': 7}, {'ability': 5287, 'time': 1480, 'level': 8}, {'ability': 5285, 'time': 1525, 'level': 9}, {'ability': 5285, 'time': 1591, 'level': 10}, {'ability': 5287, 'time': 1709, 'level': 11}, {'ability': 5288, 'time': 1967, 'level': 12}, {'ability': 5917, 'time': 2173, 'level': 13}]",False,5424922647.0,,,5424922647
3.0,69.0,73.0,108.0,112.0,300.0,218.0,50.0,349.0,0.0,0.0,0.0,6.0,10.0,13.0,0.0,66.0,4.0,384.0,588.0,25.0,,,,,,,,,,1.0,5133856794.0,,,5133856794
4.0,32.0,154.0,75.0,75.0,0.0,63.0,166.0,0.0,0.0,0.0,0.0,9.0,3.0,14.0,0.0,56.0,9.0,575.0,733.0,21.0,,,,,,,,,,True,4910934042.0,"{'team': 2, 'winner': True}",,4910934042
4.0,26.0,44.0,214.0,0.0,218.0,36.0,254.0,0.0,0.0,0.0,0.0,2.0,5.0,17.0,0.0,46.0,4.0,305.0,407.0,17.0,,,,,,,,,,1.0,5092796447.0,,,5092796447
129.0,22.0,77.0,235.0,41.0,180.0,108.0,232.0,0.0,0.0,0.0,0.0,11.0,6.0,20.0,0.0,167.0,7.0,474.0,508.0,21.0,,,,,,,,,,1.0,4898146346.0,,,4898146346
3.0,30.0,256.0,29.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,3.0,12.0,3.0,0.0,34.0,1.0,224.0,270.0,15.0,,,,,,,,,,0.0,5066930219.0,,,5066930219
129.0,108.0,0.0,90.0,182.0,0.0,231.0,206.0,0.0,0.0,0.0,0.0,2.0,7.0,24.0,0.0,127.0,8.0,388.0,621.0,25.0,,,,,,,,,,1.0,4965693492.0,,,4965693492
131.0,108.0,231.0,182.0,188.0,218.0,244.0,11.0,0.0,0.0,0.0,0.0,2.0,5.0,21.0,0.0,61.0,7.0,302.0,514.0,20.0,,,,,,,,,,1.0,5023287351.0,,,5023287351
128.0,30.0,256.0,229.0,43.0,108.0,180.0,254.0,0.0,0.0,0.0,0.0,3.0,7.0,16.0,0.0,35.0,4.0,777.0,1415.0,25.0,,,,,,,,,,1.0,4906002492.0,,,4906002492
131.0,26.0,1.0,216.0,232.0,256.0,214.0,30.0,0.0,0.0,290.0,330.0,3.0,13.0,21.0,0.0,144.0,11.0,304.0,444.0,24.0,16516.0,100.0,0.0,3343.0,13680.0,8512.0,37.0,0.0,"[{'ability': 5044, 'time': 217, 'level': 1}, {'ability': 5046, 'time': 325, 'level': 2}, {'ability': 5046, 'time': 412, 'level': 3}, {'ability': 5044, 'time': 559, 'level': 4}, {'ability': 5044, 'time': 823, 'level': 5}, {'ability': 5047, 'time': 898, 'level': 6}, {'ability': 5044, 'time': 925, 'level': 7}, {'ability': 5045, 'time': 1110, 'level': 8}, {'ability': 5045, 'time': 1203, 'level': 9}, {'ability': 5947, 'time': 1352, 'level': 10}, {'ability': 5046, 'time': 1476, 'level': 11}, {'ability': 5047, 'time': 1599, 'level': 12}, {'ability': 5046, 'time': 1714, 'level': 13}, {'ability': 5045, 'time': 1836, 'level': 14}, {'ability': 6600, 'time': 1840, 'level': 15}, {'ability': 5045, 'time': 2070, 'level': 16}, {'ability': 5047, 'time': 2623, 'level': 17}, {'ability': 5976, 'time': 3109, 'level': 18}]",False,5440491582.0,,,5440491582
129.0,83.0,223.0,16.0,16.0,34.0,214.0,0.0,0.0,0.0,0.0,287.0,0.0,6.0,6.0,0.0,47.0,2.0,179.0,370.0,15.0,18635.0,0.0,2215.0,200.0,4595.0,9259.0,0.0,1366.0,"[{'ability': 338, 'time': 199, 'level': 1}, {'ability': 5436, 'time': 362, 'level': 2}, {'ability': 338, 'time': 455, 'level': 3}, {'ability': 5436, 'time': 816, 'level': 4}, {'ability': 5436, 'time': 910, 'level': 5}, {'ability': 5437, 'time': 915, 'level': 6}, {'ability': 5436, 'time': 1110, 'level': 7}, {'ability': 338, 'time': 1232, 'level': 8}, {'ability': 338, 'time': 1307, 'level': 9}, {'ability': 6956, 'time': 1385, 'level': 10}, {'ability': 5435, 'time': 1445, 'level': 11}, {'ability': 5437, 'time': 1517, 'level': 12}, {'ability': 5435, 'time': 1741, 'level': 13}, {'ability': 5435, 'time': 1789, 'level': 14}, {'ability': 5435, 'time': 1945, 'level': 15}]",False,5395576898.0,,,5395576898
129.0,47.0,277.0,75.0,75.0,43.0,250.0,50.0,216.0,0.0,0.0,300.0,10.0,10.0,14.0,0.0,289.0,15.0,477.0,578.0,25.0,,,,,,,,,,1.0,5272102985.0,,,5272102985
131.0,108.0,81.0,182.0,11.0,94.0,180.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,14.0,0.0,36.0,4.0,395.0,409.0,13.0,,,,,,,,,,1.0,5023209554.0,,,5023209554
130.0,120.0,174.0,180.0,11.0,166.0,8.0,218.0,17.0,0.0,0.0,212.0,0.0,11.0,9.0,0.0,197.0,18.0,307.0,420.0,19.0,13050.0,0.0,0.0,488.0,10755.0,6760.0,0.0,0.0,"[{'ability': 6344, 'time': 182, 'level': 1}, {'ability': 7307, 'time': 359, 'level': 2}, {'ability': 7307, 'time': 417, 'level': 3}, {'ability': 6344, 'time': 510, 'level': 4}, {'ability': 6344, 'time': 643, 'level': 5}, {'ability': 7307, 'time': 753, 'level': 6}, {'ability': 7307, 'time': 829, 'level': 7}, {'ability': 6343, 'time': 892, 'level': 8}, {'ability': 6344, 'time': 1027, 'level': 9}, {'ability': 5961, 'time': 1163, 'level': 10}, {'ability': 6461, 'time': 1221, 'level': 11}, {'ability': 6343, 'time': 1332, 'level': 12}, {'ability': 6461, 'time': 1482, 'level': 13}, {'ability': 6461, 'time': 1609, 'level': 14}, {'ability': 6463, 'time': 1804, 'level': 15}, {'ability': 6461, 'time': 2062, 'level': 16}, {'ability': 6343, 'time': 2333, 'level': 17}]",False,5452841057.0,,,5452841057
132.0,2.0,1.0,50.0,127.0,114.0,94.0,11.0,0.0,0.0,0.0,360.0,3.0,5.0,12.0,0.0,156.0,15.0,416.0,447.0,19.0,20939.0,1466.0,0.0,3392.0,12290.0,11473.0,645.0,0.0,"[{'ability': 5008, 'time': 217, 'level': 1}, {'ability': 5007, 'time': 359, 'level': 2}, {'ability': 5009, 'time': 450, 'level': 3}, {'ability': 5009, 'time': 551, 'level': 4}, {'ability': 5009, 'time': 657, 'level': 5}, {'ability': 5010, 'time': 795, 'level': 6}, {'ability': 5009, 'time': 874, 'level': 7}, {'ability': 5007, 'time': 1031, 'level': 8}, {'ability': 5007, 'time': 1192, 'level': 9}, {'ability': 5918, 'time': 1348, 'level': 10}, {'ability': 5007, 'time': 1478, 'level': 11}, {'ability': 5010, 'time': 1601, 'level': 12}, {'ability': 5008, 'time': 1824, 'level': 13}, {'ability': 5008, 'time': 1877, 'level': 14}, {'ability': 6196, 'time': 1983, 'level': 15}, {'ability': 5008, 'time': 2047, 'level': 16}, {'ability': 5010, 'time': 2405, 'level': 17}]",True,5406382179.0,,,5406382179
2.0,22.0,41.0,77.0,232.0,29.0,215.0,237.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,74.0,15.0,219.0,325.0,14.0,26932.0,0.0,0.0,1239.0,5685.0,13038.0,0.0,0.0,"[{'ability': 5110, 'time': 238, 'level': 1}, {'ability': 5111, 'time': 350, 'level': 2}, {'ability': 5111, 'time': 376, 'level': 3}, {'ability': 5110, 'time': 447, 'level': 4}, {'ability': 5111, 'time': 552, 'level': 5}, {'ability': 5113, 'time': 663, 'level': 6}, {'ability': 5111, 'time': 745, 'level': 7}, {'ability': 5110, 'time': 863, 'level': 8}, {'ability': 5110, 'time': 1006, 'level': 9}, {'ability': 5961, 'time': 1119, 'level': 10}, {'ability': 5112, 'time': 1302, 'level': 11}, {'ability': 5113, 'time': 1559, 'level': 12}, {'ability': 5112, 'time': 1787, 'level': 13}, {'ability': 5112, 'time': 2157, 'level': 14}]",False,5446799466.0,,,5446799466
130.0,77.0,11.0,164.0,194.0,188.0,48.0,112.0,0.0,0.0,0.0,334.0,3.0,4.0,19.0,0.0,196.0,11.0,534.0,602.0,20.0,14915.0,9245.0,0.0,1498.0,15285.0,8604.0,4221.0,0.0,"[{'ability': 5395, 'time': 231, 'level': 1}, {'ability': 5397, 'time': 313, 'level': 2}, {'ability': 5395, 'time': 404, 'level': 3}, {'ability': 5397, 'time': 493, 'level': 4}, {'ability': 5397, 'time': 596, 'level': 5}, {'ability': 5398, 'time': 685, 'level': 6}, {'ability': 5395, 'time': 784, 'level': 7}, {'ability': 5395, 'time': 838, 'level': 8}, {'ability': 5396, 'time': 916, 'level': 9}, {'ability': 5397, 'time': 1062, 'level': 10}, {'ability': 5938, 'time': 1207, 'level': 11}, {'ability': 5398, 'time': 1282, 'level': 12}, {'ability': 5396, 'time': 1430, 'level': 13}, {'ability': 5396, 'time': 1577, 'level': 14}, {'ability': 6021, 'time': 1746, 'level': 15}, {'ability': 5396, 'time': 1838, 'level': 16}, {'ability': 5398, 'time': 1929, 'level': 17}, {'ability': 6134, 'time': 2100, 'level': 18}]",True,5406771309.0,,,5406771309
129.0,17.0,98.0,41.0,77.0,63.0,77.0,0.0,0.0,0.0,0.0,359.0,4.0,7.0,1.0,0.0,99.0,13.0,272.0,390.0,16.0,10794.0,0.0,0.0,632.0,8130.0,6935.0,0.0,0.0,"[{'ability': 5098, 'time': 244, 'level': 1}, {'ability': 5100, 'time': 297, 'level': 2}, {'ability': 5100, 'time': 361, 'level': 3}, {'ability': 5098, 'time': 428, 'level': 4}, {'ability': 5099, 'time': 515, 'level': 5}, {'ability': 5101, 'time': 593, 'level': 6}, {'ability': 5098, 'time': 698, 'level': 7}, {'ability': 5098, 'time': 822, 'level': 8}, {'ability': 5099, 'time': 927, 'level': 9}, {'ability': 7873, 'time': 1027, 'level': 10}, {'ability': 5099, 'time': 1181, 'level': 11}, {'ability': 5101, 'time': 1335, 'level': 12}, {'ability': 5100, 'time': 1438, 'level': 13}, {'ability': 5099, 'time': 1703, 'level': 14}, {'ability': 5100, 'time': 1761, 'level': 15}]",False,5431816309.0,,,5431816309
4.0,36.0,180.0,94.0,235.0,0.0,190.0,206.0,0.0,0.0,0.0,335.0,10.0,12.0,24.0,0.0,117.0,4.0,370.0,524.0,26.0,,,,,,,,,,1.0,5217456252.0,,,5217456252
3.0,37.0,180.0,110.0,108.0,218.0,102.0,254.0,38.0,301.0,0.0,308.0,3.0,13.0,23.0,0.0,144.0,4.0,340.0,446.0,27.0,,,,,,,,,,False,5223880830.0,,,5223880830
132.0,30.0,216.0,92.0,36.0,42.0,254.0,180.0,266.0,244.0,0.0,356.0,8.0,11.0,13.0,0.0,22.0,6.0,282.0,409.0,17.0,,,,,,,,,,0.0,5273817215.0,,,5273817215
3.0,5.0,256.0,36.0,216.0,218.0,214.0,254.0,0.0,0.0,0.0,304.0,2.0,13.0,15.0,0.0,43.0,1.0,317.0,361.0,16.0,12471.0,374.0,0.0,1762.0,8945.0,7373.0,220.0,0.0,"[{'ability': 5127, 'time': 245, 'level': 1}, {'ability': 5128, 'time': 550, 'level': 2}, {'ability': 5128, 'time': 768, 'level': 3}, {'ability': 5126, 'time': 949, 'level': 4}, {'ability': 5128, 'time': 1144, 'level': 5}, {'ability': 5129, 'time': 1200, 'level': 6}, {'ability': 5126, 'time': 1325, 'level': 7}, {'ability': 5128, 'time': 1479, 'level': 8}, {'ability': 5127, 'time': 1620, 'level': 9}, {'ability': 5903, 'time': 1770, 'level': 10}, {'ability': 5127, 'time': 1858, 'level': 11}, {'ability': 5129, 'time': 2137, 'level': 12}, {'ability': 5127, 'time': 2138, 'level': 13}, {'ability': 5126, 'time': 2139, 'level': 14}, {'ability': 7042, 'time': 2293, 'level': 15}, {'ability': 5126, 'time': 2348, 'level': 16}]",True,5330036869.0,,,5330036869
132.0,41.0,139.0,63.0,26.0,181.0,166.0,249.0,0.0,0.0,0.0,379.0,8.0,7.0,12.0,0.0,289.0,17.0,489.0,687.0,26.0,25144.0,2623.0,400.0,3160.0,17855.0,11266.0,1294.0,176.0,"[{'ability': 5184, 'time': 281, 'level': 1}, {'ability': 5182, 'time': 441, 'level': 2}, {'ability': 5184, 'time': 552, 'level': 3}, {'ability': 5182, 'time': 672, 'level': 4}, {'ability': 5182, 'time': 792, 'level': 5}, {'ability': 5184, 'time': 966, 'level': 6}, {'ability': 5185, 'time': 1097, 'level': 7}, {'ability': 5184, 'time': 1196, 'level': 8}, {'ability': 5691, 'time': 1308, 'level': 9}, {'ability': 5938, 'time': 1379, 'level': 10}, {'ability': 5182, 'time': 1420, 'level': 11}, {'ability': 5185, 'time': 1493, 'level': 12}, {'ability': 5691, 'time': 1545, 'level': 13}, {'ability': 5691, 'time': 1875, 'level': 14}, {'ability': 6807, 'time': 1980, 'level': 15}, {'ability': 5691, 'time': 2069, 'level': 16}, {'ability': 5185, 'time': 2246, 'level': 17}, {'ability': 6128, 'time': 2405, 'level': 18}, {'ability': 6651, 'time': 2783, 'level': 19}]",False,5330679942.0,,,5330679942
129.0,84.0,229.0,43.0,73.0,36.0,180.0,38.0,0.0,0.0,0.0,360.0,4.0,3.0,22.0,0.0,48.0,10.0,330.0,558.0,20.0,11881.0,1980.0,0.0,3610.0,7945.0,7157.0,859.0,0.0,"[{'ability': 5440, 'time': 239, 'level': 1}, {'ability': 5438, 'time': 335, 'level': 2}, {'ability': 5438, 'time': 421, 'level': 3}, {'ability': 5440, 'time': 574, 'level': 4}, {'ability': 5438, 'time': 731, 'level': 5}, {'ability': 5441, 'time': 903, 'level': 6}, {'ability': 5438, 'time': 953, 'level': 7}, {'ability': 5440, 'time': 1029, 'level': 8}, {'ability': 5440, 'time': 1127, 'level': 9}, {'ability': 5947, 'time': 1281, 'level': 10}, {'ability': 5439, 'time': 1432, 'level': 11}, {'ability': 5441, 'time': 1496, 'level': 12}, {'ability': 5439, 'time': 1650, 'level': 13}, {'ability': 5439, 'time': 1723, 'level': 14}, {'ability': 6311, 'time': 1905, 'level': 15}, {'ability': 5439, 'time': 1940, 'level': 16}, {'ability': 5441, 'time': 2157, 'level': 17}]",True,5439389839.0,,,5439389839
131.0,53.0,218.0,50.0,194.0,166.0,249.0,250.0,0.0,0.0,0.0,0.0,13.0,10.0,21.0,0.0,317.0,5.0,599.0,626.0,25.0,,,,,,,,,,1.0,4949997714.0,,,4949997714
131.0,32.0,139.0,63.0,0.0,208.0,250.0,174.0,0.0,75.0,0.0,0.0,17.0,6.0,7.0,0.0,83.0,7.0,654.0,1060.0,25.0,,,,,,,,,,False,4955938969.0,"{'team': 3, 'winner': False}",,4955938969
1.0,57.0,108.0,11.0,218.0,226.0,254.0,29.0,0.0,0.0,0.0,0.0,2.0,10.0,17.0,0.0,111.0,5.0,331.0,463.0,25.0,,,,,,,,,,False,4991518874.0,,,4991518874
4.0,39.0,250.0,116.0,0.0,77.0,218.0,180.0,0.0,0.0,0.0,365.0,5.0,12.0,23.0,0.0,124.0,6.0,339.0,581.0,25.0,28967.0,809.0,0.0,1251.0,15570.0,15232.0,388.0,0.0,"[{'ability': 5173, 'time': 183, 'level': 1}, {'ability': 5174, 'time': 421, 'level': 2}, {'ability': 5173, 'time': 463, 'level': 3}, {'ability': 5174, 'time': 538, 'level': 4}, {'ability': 5173, 'time': 653, 'level': 5}, {'ability': 5176, 'time': 784, 'level': 6}, {'ability': 5175, 'time': 862, 'level': 7}, {'ability': 5173, 'time': 1095, 'level': 8}, {'ability': 5174, 'time': 1209, 'level': 9}, {'ability': 5175, 'time': 1298, 'level': 10}, {'ability': 5982, 'time': 1487, 'level': 11}, {'ability': 5176, 'time': 1754, 'level': 12}, {'ability': 5175, 'time': 1971, 'level': 13}, {'ability': 5174, 'time': 2013, 'level': 14}, {'ability': 6021, 'time': 2102, 'level': 15}, {'ability': 5175, 'time': 2193, 'level': 16}, {'ability': 5176, 'time': 2441, 'level': 17}, {'ability': 6407, 'time': 2724, 'level': 18}, {'ability': 448, 'time': 3209, 'level': 19}]",True,5445157019.0,,,5445157019
131.0,96.0,50.0,127.0,119.0,125.0,12.0,11.0,0.0,0.0,0.0,360.0,4.0,4.0,18.0,0.0,262.0,11.0,537.0,600.0,20.0,12491.0,5565.0,0.0,5323.0,11135.0,8424.0,2501.0,0.0,"[{'ability': 5514, 'time': 256, 'level': 1}, {'ability': 5516, 'time': 354, 'level': 2}, {'ability': 5516, 'time': 484, 'level': 3}, {'ability': 5515, 'time': 558, 'level': 4}, {'ability': 5516, 'time': 665, 'level': 5}, {'ability': 5517, 'time': 762, 'level': 6}, {'ability': 5516, 'time': 858, 'level': 7}, {'ability': 5515, 'time': 1005, 'level': 8}, {'ability': 5515, 'time': 1027, 'level': 9}, {'ability': 5514, 'time': 1142, 'level': 10}, {'ability': 5917, 'time': 1300, 'level': 11}, {'ability': 5517, 'time': 1361, 'level': 12}, {'ability': 5515, 'time': 1477, 'level': 13}, {'ability': 5514, 'time': 1587, 'level': 14}, {'ability': 6617, 'time': 1728, 'level': 15}, {'ability': 5514, 'time': 1794, 'level': 16}, {'ability': 5517, 'time': 1943, 'level': 17}, {'ability': 6616, 'time': 2138, 'level': 18}]",True,5460955292.0,,,5460955292
131.0,57.0,81.0,0.0,180.0,365.0,210.0,242.0,0.0,0.0,0.0,0.0,1.0,10.0,18.0,0.0,57.0,11.0,331.0,594.0,25.0,,,,,,,,,,0.0,5143029916.0,,,5143029916
